book_page_url,isbn,title,subtitle,cover_image,publisher,pub_date,author_primary,author_secondary,awards,book_description,spec_all,category_all
,,Les mercredis de Didou - Des autocollants pour jouer (Broché),,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/2/2/6/2/9782226243300FS.gif,Albin Michel Jeunesse,Paru le : 05/09/2012,Yves Got,,,"Pour la première fois, Didou se décline en gommettes, autour de thèmes classiques et porteurs ! Dans ce titre, Didou invite les enfants à le suivre dans les activités du mercredi : lecture, jeux, piscine, cantine... Les autocollants sont rassemblés sur une grande double page centrale détachable.","Date de parution : 05/09/2012 Editeur : Albin Michel Jeunesse ISBN : 978-2-226-24330-0 EAN : 9782226243300 Format : Album Présentation : Broché Nb. de pages : 20 pages Poids : 0,094 Kg Dimensions : 18,8 cm × 19,5 cm × 0,5 cm","Livres > Jeunesse > Jeux, loisirs & activités > Livres > Jeunesse > Jeux, loisirs & activités > Jeux pour enfants > Livres > Jeunesse > Jeux, loisirs & activités > Jeux pour enfants > Coloriages, gommettes & autocollants > Livres > Loisirs, nature & voyages > Sports & jeux > Jeux pour enfants > Livres > Loisirs, nature & voyages > Sports & jeux > Jeux pour enfants > Coloriages, gommettes & autocollants >"
,,Petites histoires d'école (Relié),,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/2/2/6/2/9782226243355FS.gif,Albin Michel Jeunesse,Paru le : 04/09/2013,"Sophie Carquain, Christine Davenier",,,"À travers 6 histoires portées par des héros attachants, Sophie Carquain raconte, avec beaucoup de tendresse et de fantaisie, les appréhensions des petits (et parfois les grands !) quand vient l’heure d’entrer à l’école. Une petite souris a du mal à quitter sa maman, un doudou rouspète pour aller à l’école, une grenouillette découvre la sieste ou encore une petite fée malicieuse décide de rendre la cantine plus rigolote… Heureusement, à chaque fois, tout est bien qui finit bien !","Date de parution : 04/09/2013 Editeur : Albin Michel Jeunesse ISBN : 978-2-226-24335-5 EAN : 9782226243355 Format : Album Présentation : Relié Nb. de pages : 53 pages Poids : 0,49 Kg Dimensions : 22,6 cm × 28,7 cm × 1,0 cm",Livres > Jeunesse > Albums 0-6 ans > Livres > Jeunesse > Albums 0-6 ans > Comprendre 3-6 ans > Livres > Jeunesse > Albums 0-6 ans > Comprendre 3-6 ans > L'école & la crèche >
,,Oscar Pill Tome 1 (Broché),La révélation des Médicus,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/2/2/6/2/9782226242884FS.gif,Albin Michel (Editions),Paru le : 06/06/2012,Eli Anderson,,,"A douze ans, Oscar Pill, qui vit avec sa mère et son excentrique sœur, apprend qu'il est le fils d'un célèbre Médicus, et qu'il a hérité de ses dons. Il doit alors les perfectionner à Cumides Circle, vénérable demeure où règne la magie, car pour devenir un vrai Médicus, il devra voyager à travers le corps humain et en rapporter des trophées. C'est le début d'un fascinant périple à travers le corps : montagnes gigantesques, océans profonds, peuples extraordinaires, éléments déchainés, guerres terribles, et aussi amitiés indestructibles. Mais ces expéditions vont s'avérer plus difficiles que prévu. Car un terrible danger menace : les Pathologus, ennemis héréditaires attaquent.","Date de parution : 06/06/2012 Editeur : Albin Michel (Editions) ISBN : 978-2-226-24288-4 EAN : 9782226242884 Présentation : Broché Nb. de pages : 571 pages Poids : 0,656 Kg Dimensions : 15,0 cm × 23,0 cm × 3,5 cm",Livres > Jeunesse > Romans ados > Livres > Jeunesse > Romans ados > Tous nos romans ados > Livres > Jeunesse > Romans ados > Tous nos romans ados > Albin Michel - Wiz >
,,Les animaux de A à Z (Relié),,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/2/4/4/4/9782244410326FS.gif,Lito,Paru le : 15/10/2011,Yvette Barbetti,"André Boos (Illustrateur), Laura Bour (Illustrateur), François Desbordes (Illustrateur), Collectif",,Plus de 200 questions pour connaître 80 animaux de A à Z. Les animaux sont classés dans l'ordre alphabétique. Un texte simple avec des mots-images pour apprendre l'essentiel. Une grande image pour observer les animaux. Des questions pour en savoir encore plus !,"Date de parution : 15/10/2011 Editeur : Lito ISBN : 978-2-244-41032-6 EAN : 9782244410326 Format : Album Présentation : Relié Nb. de pages : 165 pages Poids : 0,83 Kg Dimensions : 21,5 cm × 27,6 cm × 1,8 cm",Livres > Jeunesse > Albums 0-6 ans > Livres > Jeunesse > Albums 0-6 ans > Premières notions (0-3 ans) > Livres > Jeunesse > Albums 0-6 ans > Premières notions (0-3 ans) > Imagiers & premiers dictionnaires >
,,Mimi jardine (Cartonné),,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/2/2/6/2/9782226243362FS.gif,"[""Albin Michel Jeunesse"", ""Mon Amie Mimi""]",Paru le : 20/03/2013,Lucy Cousins,,,"C’est le printemps : Mimi créée son potager ! Dans le jardin, elle retourne la terre, puis dessine des sillons dans lesquels elle sème des graines de carotte. Mimi arrose ses semis, arrache les mauvaises herbes…bientôt, les premières pousses sortent de terre. A côté des légumes, surprise ! Les fleurs plantées par Panda s’épanouissent !","Date de parution : 20/03/2013 Editeur : Albin Michel Jeunesse Collection : Mon Amie Mimi ISBN : 978-2-226-24336-2 EAN : 9782226243362 Présentation : Cartonné Nb. de pages : 12 pages Poids : 0,45 Kg Dimensions : 23,8 cm × 23,9 cm × 2,2 cm",Livres > Jeunesse > Albums 0-6 ans > Livres > Jeunesse > Albums 0-6 ans > Livres animés 3-6 ans > Livres > Jeunesse > Albums 0-6 ans > Livres animés 3-6 ans > Livres animés 3 ans et plus >
,,Mes comptines de toujours (Livre-CD),,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/2/4/4/4/9782244418155FS.gif,Lito,Paru le : 01/12/2012,Olivia Cosneau,Collectif,,"Une souris verte, Bateau sur l'eau, J'aime la galette, Il pleut, il mouille... Des comptines à lire, à découvrir et à chanter, pleines de couleurs et de douceur.","Date de parution : 01/12/2012 Editeur : Lito ISBN : 978-2-244-41815-5 EAN : 9782244418155 Présentation : Livre-CD Nb. de pages : 60 pages Poids : 0,45 Kg Dimensions : 20,2 cm × 20,7 cm × 1,6 cm",Livres > Jeunesse > Albums 0-6 ans > Livres > Jeunesse > Albums 0-6 ans > Livres CD 3-6 ans > Livres > Jeunesse > Albums 0-6 ans > Livres CD 3-6 ans > Comptines & chansons >
,,Experiences clés des petits debrouillards - La Terre (Broché),,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/2/2/6/2/9782226257703FS.gif,Albin Michel Jeunesse,A paraître le : 25/02/2015,Collectif,,,"A quoi ressemble l’intérieur de notre planète ? Pourquoi y a-t-il des jours et des nuits ? Pourquoi le climat se refroidit-il entre l’équateur et les pôles ? Pourquoi les jours s’allongent ou se raccourcissent-ils ? L’emplacement des villes a-t-il été choisi au hasard ? Cet ouvrage centré sur la Terre propose aux curieux de faire, à la maison, des expériences faciles et amusantes qui les mènent à réfléchir, et surtout, à comprendre. Les 40 expériences s’organisent en 4 grands thèmes : La Terre, planète dynamique ; La Terre, planète de vie ; La Terre et ses saisons ; La Terre et les humains. Chaque expérience se déroule en 4 temps sur une double page : Que faut-il, le matériel ; Que faire, l’expérience, pas à pas ; Comment ça marche, l’observation et l’explication ; A quoi ça sert, l’application dans la vie courante du phénomène.",Date de parution : 25/02/2015 Editeur : Albin Michel Jeunesse ISBN : 978-2-226-25770-3 EAN : 9782226257703 Présentation : Broché Nb. de pages : 88 pages,Livres > Jeunesse > Documentaires > Livres > Jeunesse > Documentaires > Encyclopédies diverses 10ans et plus > Livres > Jeunesse > Documentaires > Sciences 6-10 ans > Livres > Jeunesse > Documentaires > Sciences 6-10 ans > Sciences & inventions >
,,Mes comptines rigolotes (Livre-CD),,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/2/4/4/4/9782244418162FS.gif,"[""Lito"", ""Une souris verte""]",Paru le : 23/10/2013,"Raphaël Garaud, Ewa Kozyra-Pawlak",,,,"Date de parution : 23/10/2013 Editeur : Lito Collection : Une souris verte ISBN : 978-2-244-41816-2 EAN : 9782244418162 Format : Album Présentation : Livre-CD Nb. de pages : 64 pages Poids : 0,42 Kg Dimensions : 20,3 cm × 20,6 cm × 1,4 cm",Livres > Jeunesse > Albums 0-6 ans > Livres > Jeunesse > Albums 0-6 ans > Livres CD 3-6 ans > Livres > Jeunesse > Albums 0-6 ans > Livres CD 3-6 ans > Comptines & chansons >
,,La tortue (Livre-bain),,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/2/4/4/6/9782244606187FS.gif,"[""Lito"", ""Plouf, mon livre-bain""]",Paru le : 14/11/2013,Lito,,,,"Date de parution : 14/11/2013 Editeur : Lito Collection : Plouf, mon livre-bain ISBN : 978-2-244-60618-7 EAN : 9782244606187 Présentation : Livre-bain Nb. de pages : 8 pages Poids : 0,03 Kg Dimensions : 12,0 cm × 10,0 cm × 2,0 cm",Livres > Jeunesse > Albums 0-6 ans > Livres > Jeunesse > Albums 0-6 ans > Pour les tout-petits (0-3 ans) > Livres > Jeunesse > Albums 0-6 ans > Pour les tout-petits (0-3 ans) > Livres pour le bain >
,,On a toujours besoin d'un rhinocéros chez soi (Broché),,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/2/4/6/7/9782246787266FS.gif,Grasset jeunesse,A paraître le : 25/03/2015,Shel Silverstein,,,"Rhinocéros à prix imbattable. Oreilles tombantes, pattes bruyantes, queue remuante. Doux, rondouillard, câlin et sage comme une image, il est le compagnon de toute la maison et saura vite se rendre utile. Lorsqu'un enfant parle de son amitié et de son quotidien avec son rhinocéros de compagnie, nous le découvrons tour à tour pirate, porteur de beignets, porte manteau ou requin. C'est le compagnon idéal pour toutes les situations, humour garanti !","Date de parution : 25/03/2015 Editeur : Grasset jeunesse ISBN : 978-2-246-78726-6 EAN : 9782246787266 Présentation : Broché Nb. de pages : 64 pages Dimensions : 21,5 cm × 25,3 cm × 0,0 cm",Livres > Jeunesse > Albums 0-6 ans > Livres > Jeunesse > Albums 0-6 ans > Albums 3-6 ans > Livres > Jeunesse > Albums 0-6 ans > Albums 3-6 ans > Autres éditeurs >
,,Pour un carré de chocolat (Broché),,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/2/4/6/8/9782246801269FS.gif,Grasset jeunesse,Paru le : 19/09/2012,Elise Fontenaille,"Clarisse Buono , Janik Coat (Illustrateur)",,"En Côte-d'Ivoire, Jean Reno, Mandela et leurs amis partagent leur temps entre l'école et la récolte du cacao. Quand Jean Reno tombe amoureux d'Innocente, il décide de tout faire pour réaliser un de ses rêves : goûter un carré de chocolat... Car au village, ils n'en ont même jamais vu ! Pour en trouver, il faudrait aller à Abidjan... tout l'argent du Bic & la Daba n'y suffirait pas. Mais l'amour donne des ailes, de l'audace... et des idées !","Date de parution : 19/09/2012 Editeur : Grasset jeunesse ISBN : 978-2-246-80126-9 EAN : 9782246801269 Présentation : Broché Nb. de pages : 61 pages Poids : 0,118 Kg Dimensions : 16,0 cm × 18,0 cm × 0,6 cm",Livres > Jeunesse > Lectures jeunesse 6-12 ans > Livres > Jeunesse > Lectures jeunesse 6-12 ans > Romans 9-12 ans > Livres > Jeunesse > Lectures jeunesse 6-12 ans > Romans 9-12 ans > Autres collections 9-12 ans >
,,Les écuries de Sandy Lane Tome 3 (Broché),Mystère à Sandy Lane,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/2/6/6/1/9782266172868FS.gif,Pocket Jeunesse,Paru le : 18/09/2014,Michelle Bates,Christine Bouchareine (Traducteur),,"« Il faut que je détruise Sandy Lane une fois pour toutes ! » Lorsque Rosie surprend cette conversation, tous ses soupçons sont confirmés. Mais les propriétaires des écuries sont à l’étranger et ont laissé la direction à Tom et aux habitués. Tout se passe bien jusqu’à l’arrivée d’un couple mystérieux, qui prétend les aider. Seule Rosie se méfie. Et on dirait bien qu’elle a raison…","Date de parution : 18/09/2014 Editeur : Pocket Jeunesse ISBN : 978-2-266-17286-8 EAN : 9782266172868 Présentation : Broché Nb. de pages : 160 pages Poids : 0,11 Kg Dimensions : 10,8 cm × 17,7 cm × 1,1 cm",Livres > Jeunesse > Lectures jeunesse 6-12 ans > Livres > Jeunesse > Lectures jeunesse 6-12 ans > Les séries préférées des 9-12 ans > Livres > Jeunesse > Lectures jeunesse 6-12 ans > Les séries préférées des 9-12 ans > Equitation >
,,Les écuries de Sandy Lane Tome 4 (Broché),Le cheval de minuit,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/2/6/6/1/9782266172875FS.gif,"[""Pocket Jeunesse"", ""Pocket Jeunesse""]",Paru le : 20/11/2014,Michelle Bates,Christine Bouchareine (Traducteur),,"Attention, nouvelle série pour tous les passionnés de chevaux ! Aux écuries de Sandy Lane, entraide et amitié riment avec aventures !","Date de parution : 20/11/2014 Editeur : Pocket Jeunesse Collection : Pocket Jeunesse ISBN : 978-2-266-17287-5 EAN : 9782266172875 Présentation : Broché Nb. de pages : 150 pages Poids : 0,109 Kg Dimensions : 10,9 cm × 17,8 cm × 1,3 cm",Livres > Jeunesse > Lectures jeunesse 6-12 ans > Livres > Jeunesse > Lectures jeunesse 6-12 ans > Les séries préférées des 9-12 ans > Livres > Jeunesse > Lectures jeunesse 6-12 ans > Les séries préférées des 9-12 ans > Equitation >
,,La quête des ours Tome 1 (Broché),L'aventure commence,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/2/6/6/1/9782266185813FS.gif,"[""Pocket Jeunesse"", ""Pocket Jeunesse""]",Paru le : 21/02/2013,Erin Hunter,Fabienne Berganz (Traducteur),,"Ils sont trois oursons, nés sous des cieux différents. Kallik vit sur la banquise, qui fond chaque jour davantage. Toklo grandit dans une forêt abîmée par les hommes. Lusa, enfermée dans un zoo, rêve d'explorer le monde sauvage. Ils n'auraient jamais dû se rencontrer, et pourtant... Leur quête pour un monde meilleur ne fait que commencer !","Date de parution : 21/02/2013 Editeur : Pocket Jeunesse Collection : Pocket Jeunesse ISBN : 978-2-266-18581-3 EAN : 9782266185813 Présentation : Broché Nb. de pages : 283 pages Poids : 0,387 Kg Dimensions : 14,2 cm × 22,7 cm × 2,5 cm",Livres > Jeunesse > Lectures jeunesse 6-12 ans > Livres > Jeunesse > Lectures jeunesse 6-12 ans > Romans 9-12 ans > Livres > Jeunesse > Lectures jeunesse 6-12 ans > Romans 9-12 ans > Pocket jeunesse >
,,La quête des ours Tome 2 (Broché),Le mystère du lac sacré,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/2/6/6/1/9782266185820FS.gif,"[""Pocket Jeunesse"", ""Pocket Jeunesse""]",Paru le : 03/10/2013,Erin Hunter,Fabienne Berganz (Traducteur),,"Lusa la petite ourse noire a enfin retrouvé Toklo, le grizzli solitaire qu'elle cherchait depuis son évasion du zoo. Guidés par le mystérieux Ujurak, ils se dirigent ensemble vers le lac sacré où, chaque année, tous les ours se rassemblent pour célébrer les esprits. De son côté, Kallik l'ourse polaire affronte le monde sauvage dans l'espoir de retrouver son frère. Les épreuves que leur réservent les eaux du lac vont-elles les réunir, ou bien les séparer ?","Date de parution : 03/10/2013 Editeur : Pocket Jeunesse Collection : Pocket Jeunesse ISBN : 978-2-266-18582-0 EAN : 9782266185820 Présentation : Broché Nb. de pages : 285 pages Poids : 0,385 Kg Dimensions : 14,1 cm × 22,6 cm × 2,4 cm",Livres > Jeunesse > Lectures jeunesse 6-12 ans > Livres > Jeunesse > Lectures jeunesse 6-12 ans > Romans 9-12 ans > Livres > Jeunesse > Lectures jeunesse 6-12 ans > Romans 9-12 ans > Pocket jeunesse >
,,La guerre des clans Tome 1 (Broché),Le guerrier perdu,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/2/6/6/2/9782266210621FS.gif,Pocket,Paru le : 04/07/2013,"Erin Hunter, Dan Jolley, James Barry L.",Aude Carlier (Traducteur),,"Alors que des monstres d'acier ravagent la forêt, Plume Grise, le lieutenant du Clan du Tonnerre, est fait prisonnier par un bipède qui l'emmène chez lui. Il découvre la vie douce de chat domestique. Mais le guerrier se sent seul et désoeuvré sans ses camarades de clan. Qui pourra l'aider à rentrer chez lui ?","Date de parution : 04/07/2013 Editeur : Pocket ISBN : 978-2-266-21062-1 EAN : 9782266210621 Présentation : Broché Nb. de pages : 95 pages Poids : 0,1 Kg Dimensions : 12,0 cm × 17,7 cm × 1,0 cm",Livres > Jeunesse > Lectures jeunesse 6-12 ans > Livres > Jeunesse > Lectures jeunesse 6-12 ans > Romans 9-12 ans > Livres > Jeunesse > Lectures jeunesse 6-12 ans > Romans 9-12 ans > Pocket jeunesse >
,,Le roman de Claire (Broché),,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/2/6/6/2/9782266227650FS.gif,"[""Pocket Jeunesse"", ""Oseras-tu ?""]",Paru le : 22/11/2012,Marie Gray,,,"""Je t'aime bien, mais comme une amie."" Claire n'en peut plus d'entendre ces mots. Elle veut connaître l'amour, le vrai ! Jusqu'au jour où celui qu'elle croyait amoureux d'elle devient un peu trop entreprenant... et lance une rumeur terrible au lycée. Peu à peu, la vie de Claire se transforme en cauchemar. Il faut partir, changer les choses, et vite ! Au risque de tout faire basculer... Convaincue de la pertinence d'une littérature pour les jeunes, traitant de façon réaliste les sujets qui les touchent de près, Marie Gray signe avec ce roman le troisième tome de la série Oseras-tu ? - des livres pour aborder la sexualité sans préjugés.","Date de parution : 22/11/2012 Editeur : Pocket Jeunesse Collection : Oseras-tu ? ISBN : 978-2-266-22765-0 EAN : 9782266227650 Présentation : Broché Nb. de pages : 230 pages Poids : 0,295 Kg Dimensions : 13,1 cm × 20,6 cm × 2,3 cm",Livres > Jeunesse > Romans ados > Livres > Jeunesse > Romans ados > Tous nos romans ados > Livres > Jeunesse > Romans ados > Tous nos romans ados > Autres éditeurs >
